path,category,domain,review_state,evidence,justification
tests/live-server-info.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-state-backpressure.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-state-scale.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/locale.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/mapping-key-migration.test.mjs,source-test,mapping,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/mappings-targets.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/modulator-policy-parity.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/native-audio-contract-types.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/osc-transport-polling.test.mjs,source-test,osc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/osc-transport-polyfill.test.mjs,source-test,osc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/osc-transport.test.mjs,source-test,osc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/perf-bench.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/perf-headroom-bench.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/project-config-storage.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/project-config.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/release-cleanup.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/retired-mapping-modes.test.mjs,source-test,mapping,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/safe-input-layer.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-access-urls.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-admin-broadcast-cost.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-cert.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-client-id.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-control-frame.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-diagnostic-redaction.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-hello-token-status.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-history-delta.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-http-phone-redirect.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-log-body-limit.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-mapping-authorization.test.mjs,source-test,mapping,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-network-binding.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-no-url-global.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-origin-diagnostics.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-origin-ports.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-panel-token-exposure.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-rate-limit-headroom.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-rate-limit-notice.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-restart-stability.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-safe-loss-wire.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-session-cookie.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-session-replaced.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-shared-surface.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-start-stop-race.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-state-listen.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-storage-lifecycle.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-superseded-socket.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-token-staleness.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-transport-dispatch.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-write-scheduler-reentrancy.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-write-scheduler.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-ws-connection-cap.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-ws-connection-guard.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-ws-helpers.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-ws-security.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/server-ws-stress.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/stage-mode-fullscreen.test.mjs,source-test,transport,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/stutter-depth-coalesce.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/transport-clock.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/.p03-playwright.config.mjs,source-test,root-config,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/audio-detectors.spec.mjs,source-test,audio,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/audio-input.spec.mjs,source-test,audio,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/audio-spectral-workspace.spec.mjs,source-test,audio,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/audio-worklet.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/audio-workspace.spec.mjs,source-test,audio,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/calibration.spec.mjs,source-test,sensors,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/control-polish.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/fader-tracking.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/field-visual.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/follow-default.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/landing-release.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/lfo-bandwidth.spec.mjs,source-test,modulation,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/mix-eight.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/realtime-mapping.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/sensor-capabilities.spec.mjs,source-test,sensors,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/surface.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/test-server.mjs,source-test,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/ui/workspace-scaling.spec.mjs,source-test,misc,executed-P05,ran under npm run test:ui in P05 (playwright testDir tests/ui; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/upgrade-regression.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/util-cpu.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/util-helpers.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tsconfig.json,root-config,root-config,executed-P05,consumed by npm ci / lint / build:prod in P05 (TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
vendor/ableton-extensions-cli-1.0.0-beta.0.tgz,vendor-cli,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
vendor/ableton-extensions-sdk-1.0.0-beta.0.tgz,vendor-sdk,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
