feature_id,surface,entry_point,handler,payload,authorization,state_persistence,target,feedback,test,real_evidence,status,residual_risk,evidence_basis
sensor.audio.flux,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.flux,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for flux,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.flatness,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.flatness,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for flatness,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.spread,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.spread,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for spread,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.low,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.low,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for low,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.mid,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.mid,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for mid,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.high,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.high,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for high,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.loudness.momentary,phone AUD,static/phone-v3/audio-processor.js,static/phone-v3/audio-processor.js (K-weighting filter per ITU-R BS.1770-4 + integration),LUFS number,controller role token,none,display only (read-out),loudness meter,static/phone-v3/audio-processor.test.mjs; tests/ui/audio-worklet.spec.mjs,tests/ui/audio-worklet.spec.mjs:43 (real Blackman analyser calibration produces K-weighted LU band reading),owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,label vs implementation (LU vs dB),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-processor.test.mjs, static/phone-v3/calibration.test.mjs, tests/ui/audio-worklet.spec.mjs, tests/ui/calibration.spec.mjs | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.loudness.short_term,phone AUD,static/phone-v3/audio-processor.js,static/phone-v3/audio-processor.js (K-weighting filter per ITU-R BS.1770-4 + integration),LUFS number,controller role token,none,display only (read-out),loudness meter,static/phone-v3/audio-processor.test.mjs; tests/ui/audio-worklet.spec.mjs,tests/ui/audio-worklet.spec.mjs:43 (real Blackman analyser calibration produces K-weighted LU band reading),owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,label vs implementation (LU vs dB),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-processor.test.mjs, static/phone-v3/calibration.test.mjs, tests/ui/audio-worklet.spec.mjs, tests/ui/calibration.spec.mjs | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.loudness.integrated,phone AUD,static/phone-v3/audio-processor.js,static/phone-v3/audio-processor.js (K-weighting filter per ITU-R BS.1770-4 + integration),LUFS number,controller role token,none,display only (read-out),loudness meter,static/phone-v3/audio-processor.test.mjs; tests/ui/audio-worklet.spec.mjs,tests/ui/audio-worklet.spec.mjs:43 (real Blackman analyser calibration produces K-weighted LU band reading),owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,label vs implementation (LU vs dB),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-processor.test.mjs, static/phone-v3/calibration.test.mjs, tests/ui/audio-worklet.spec.mjs, tests/ui/calibration.spec.mjs | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.vision.x,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.y,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.z,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.fist,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.pinch,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: PinchClutch"
sensor.vision.victory,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.rotateVal,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.open,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js"
sensor.vision.pinch_x,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: PinchClutch"
sensor.vision.pinch_y,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: PinchClutch"
sensor.vision.pinch_z,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: PinchClutch"
sensor.vision.gesture.1,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 learned pose G1 3/3, recognized 77% then 63% (F-009), handedness (F-008), MAP editor filter panel (F-007), label (F-010); prints 06-08 | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: static-pose"
sensor.vision.gesture.2,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: static-pose"
sensor.vision.gesture.3,phone VID,static/phone-v3/vision-processor.js,"static/phone-v3/vision-processor.js computeHandData (MediaPipe Hands single-hand, OneEuroFilter, PinchClutch, static-pose-learner)",continuous 0..1 (gestures: 0/1),controller role token; camera permission,learned static poses (per slot),Live device parameter,VID pose card; map strip,static/phone-v3/vision-mapping.test.mjs; static-pose-gesture.test.mjs; static-pose-ui.test.mjs; tests/ui/surface.spec.mjs,"static/phone-v3/vision-capture.test.mjs; vision-mapping.test.mjs; static-pose-gesture.test.mjs; tests/ui/surface.spec.mjs:303,377",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,two-hand detected — must be discarded; pinch clutch release debounce,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports VID tested in an earlier session; no per-signal record | ran in P05 npm test / test:ui: static/phone-v3/static-pose-gesture.test.mjs, static/phone-v3/static-pose-ui.test.mjs, static/phone-v3/vision-capture.test.mjs, static/phone-v3/vision-mapping.test.mjs … | progress.jsonl P02: vision-processor.js; P04: static-pose"
map.mode.enter_exit,phone MAP,static/phone-v3/mapping-mode.js,"static/phone-v3/mapping-mode.js (enterMappingMode, exitMappingMode)",enter/exit; selected control id,controller role token,none,phone UI state,MAP highlight; capture overlay,static/phone-v3/mapping-mode.test.mjs; tests/ui/realtime-mapping.spec.mjs,"static/phone-v3/mapping-mode.test.mjs; tests/ui/realtime-mapping.spec.mjs:22,38",owner-accepted-2026-09-18;automated-test-P05;code-reviewed-P02,exit while pad held — capture/gate release,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 MAP mode used to bind faders to Live track volumes | ran in P05 npm test / test:ui: static/phone-v3/mapping-mode.test.mjs, tests/ui/realtime-mapping.spec.mjs | progress.jsonl P02: mapping-mode.js"
map.bind_continuous,phone MAP,static/phone-v3/mapping-mode.js#bind,static/phone-v3/mapping-mode.js + src/live/mappings.ts applyMapping (curve Auto/Linear/Geometric + range + smooth + takeover),"control_id, target (track/device/param), curve, range, smooth",controller role token,presets.json; ProjectConfig,Live device parameter (safe-input pickup/scale/jump),mapping card; curve editor preview,tests/live-mappings-curve.test.mjs; target-range.test.mjs; pickup.test.mjs; takeover.test.mjs; smooth-timer.test.mjs; safe-loss.test.mjs; mappings-targets.test.mjs,"tests/live-mappings-{curve,target-range,pickup,takeover,smooth-timer,safe-loss,mappings-targets,high-rate,idle-value}",owner-accepted-2026-09-18;automated-test-P05;code-reviewed-P02,pickup/takeover/smooth race; safe-loss,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 faders mapped to Live track volumes and verified operational | ran in P05 npm test / test:ui: tests/live-mappings-curve.test.mjs, tests/live-mappings-high-rate.test.mjs, tests/live-mappings-idle-value.test.mjs, tests/live-mappings-pickup.test.mjs … | progress.jsonl P02: mapping-mode.js"
